3.1623	3.3497	3.5481	3.7584	3.9811	4.217	4.4668	4.7315	5.0119	5.3088	5.6234	5.9566	6.3096	6.6834	7.0795	7.4989	7.9433	8.414	8.9125	9.4406	10	10.593	11.22	11.885	12.589	13.335	14.125	14.962	15.849	16.788	17.783	18.836	19.953	21.135	22.387	23.714	25.119	26.607	28.184	29.854	31.623	33.497	35.481	37.584	39.811	42.17	44.668	47.315	50.119	53.088	56.234	59.566	63.096	66.834	70.795	74.989	79.433	84.14	89.125	94.406	100	105.93	112.2	118.85	125.89	133.35	141.25	149.62	158.49	167.88	177.83	188.36	199.53	211.35	223.87	237.14	251.19	266.07	281.84	298.54	316.23	334.97	354.81	375.84	398.11	421.7	446.68	473.15	501.19	530.88	562.34	595.66	630.96	668.34	707.95	749.89	794.33	841.4	891.25	944.06	1000	1059.3	1122	1188.5	1258.9	1333.5	1412.5	1496.2	1584.9	1678.8	1778.3	1883.6	1995.3	2113.5	2238.7	2371.4	2511.9	2660.7	2818.4	2985.4	3162.3	3349.7	3548.1	3758.4	3981.1	4217	4466.8	4731.5	5011.9	5308.8	5623.4	5956.6	6309.6	6683.4	7079.5	7498.9	7943.3	8414	8912.5	9440.6	10000	10593	11220	11885	12589	13335	14125	14962	15849	16788	17783	18836	19953	21135	22387	23714	25119	26607	28184	29854	31623	33497	35481	37584	39811	42170	44668	47315	50119	53088	56234	59566	63096	66834	70795	74989	79433	84140	89125	94406	1e+05
36.2	22.625	22.625	22.625	22.625	22.625	22.625	22.625	22.625	22.625	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	17.659	17.659	17.659	17.659	17.659	17.659	17.659	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837
72.4	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	20.111	19.053	19.053	19.053	19.053	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	17.238	17.238	17.238	17.238	17.238	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
90.5	30.167	30.167	30.167	30.167	30.167	30.167	30.167	28.96	28.96	21.294	21.294	21.294	21.294	21.294	21.294	21.294	21.294	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	17.659	17.659	17.659	17.659	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
48.267	34.476	34.476	34.476	34.476	28.96	28.96	28.96	28.96	28.96	28.96	28.96	28.96	21.939	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837
60.333	60.333	60.333	60.333	60.333	60.333	60.333	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	20.686	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	17.238	17.238	17.238	17.238	17.238	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.659	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
40.222	40.222	40.222	40.222	40.222	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	27.846	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	19.568	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
60.333	25.857	25.857	25.857	25.857	25.857	25.857	25.857	25.857	25.857	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.659	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	23.355	20.686	20.686	20.686	20.686	20.686	20.686	20.686	20.686	20.686	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	17.659	17.659	17.659	17.659	17.659	17.659	17.659	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
48.267	48.267	48.267	48.267	48.267	48.267	48.267	48.267	48.267	48.267	22.625	22.625	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	19.053	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.564	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	16.837	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238	17.238
